CAR, 0.6069251298904419
DAL, 0.5784175992012024
EDM, 0.577721118927002
MIN, 0.5746570229530334
COL, 0.5608959197998047
FLA, 0.5586969256401062
NSH, 0.5496378540992737
VGK, 0.5421119332313538
VAN, 0.5396530628204346
PHI, 0.5364879369735718
NYR, 0.5349913835525513
PIT, 0.5338390469551086
CGY, 0.5324481725692749
OTT, 0.5289131999015808
NYI, 0.5267432332038879
DET, 0.5130178928375244
L.A, 0.5094839334487915
ARI, 0.5055967569351196
T.B, 0.4929996430873871
BUF, 0.48320525884628296
STL, 0.4814545214176178
TOR, 0.47720417380332947
BOS, 0.47050151228904724
SEA, 0.46452030539512634
N.J, 0.45123061537742615
ANA, 0.44797855615615845
WPG, 0.4450574517250061
CBJ, 0.43609732389450073
CHI, 0.4294067919254303
MTL, 0.4201723635196686
WSH, 0.37151214480400085
S.J, 0.32649660110473633
